,category,titles,pageids
346,Business & Industrial>Small Business,"['Small business', 'Small Business Act', 'Small Business Server', 'Microsoft Small Business Financials', 'Windows Server Essentials', 'Business incubator', 'Small business financing', 'Small business software', 'Small Business Saturday UK', 'International Small Business Journal', 'Business Link', 'European Small Business Alliance', 'Microsoft Office Live', 'Community business development corporation', 'Outline of business', 'Comcast Business', 'Microsoft Office Accounting', 'Small Business Health Care tax credit', 'Small Business Act for Europe', 'Small Is Profitable']","['30864827', '1526031', '40905142', '22622487', '27062798', '33083063', '2675098', '3935218', '13473225', '3405443', '18397755', '47765821', '44585779', '43264730', '2597340', '18070735', '276495', '38513388', '2269864', '2187893']"
347,Business & Industrial>Small Business>Business Formation,"['Philosophy of business', 'Wildcat formation', 'Gross fixed capital formation', 'Business ethics', 'Mays Business School', 'EBS University of Business and Law', 'Identity formation', 'Sustainable business', 'Gorseinon', 'National Association for Business Economics', 'Strategic planning', 'Habit', 'HEC Lausanne', 'Orange Business Services', 'Scheller College of Business', 'LegalZoom', 'Startup accelerator', 'Baku Business Factory', 'European Business Summit', 'Gogo Business Aviation']","['47389211', '4770', '3712061', '21607363', '14278790', '663576', '2116304', '19483310', '13149599', '10978811', '5394959', '1420571', '21460146', '3215147', '1018141', '7834893', '31663587', '227101', '2237839', '19645952']"
348,Business & Industrial>Small Business>Home Office,"['Office 365', 'Office', 'Foreign and Commonwealth Office', 'Virtual office', 'Office for National Statistics', 'Home Affairs Select Committee', 'Shadow Home Secretary', 'Home run', 'Box office bomb', 'Home computer', 'Mobile office', 'Universal Pictures Home Entertainment', 'Home economics', 'Antiquities and Monuments Office', 'Home network', 'Office Assistant', 'Mobile home', 'EcoHomes', 'Paramount Home Media Distribution', 'Home inspection']","['5361785', '524502', '5220131', '59653', '6684549', '25122906', '50649', '5152971', '3509706', '14148', '625015', '994039', '382507', '29273223', '417934', '324029', '4086922', '2697316', '5764023', '914090']"
349,Business & Industrial>Small Business>MLM & Business Opportunities,"['CTI Education Group', 'Qnet', 'Energy broker', 'Holiday Magic', 'Herbalife', 'Supply chain management', 'International Space Station']","['30781372', '38328166', '753338', '1546058', '15043', '33680356', '27995']"
350,Business & Industrial>Textiles & Nonwovens,"['Nonwoven fabric', 'Hydroentanglement', 'Melt blowing', 'Glossary of textile manufacturing', 'Valco Melton', 'Flashspun fabric', 'Textile printing', 'Conductive textile', 'Textile sample', 'Shenkar College of Engineering and Design', 'Knitted fabric', 'OMNOVA Solutions', 'HeiQ', 'Nanofabrics', 'TMI Group of Companies', 'Woodblock printing on textiles', 'Jute', 'Polyvinyl acetate', 'Plastic bag', 'Lawn cloth']","['12682647', '35002326', '7581376', '51408572', '36833586', '336175', '5571754', '614503', '50698229', '6549064', '4208402', '16401008', '1613879', '233089', '642474', '37920307', '3183595', '41528810', '48537164', '14371287']"
351,Business & Industrial>Transportation & Logistics,"['Logistics', 'Logistics Proponency Office', 'Total Quality Logistics', 'Space logistics', 'Lotte Global Logistics', 'Combat Logistics Battalion 1', 'Logistics in World War I', 'Logistics Officer', 'Combat Logistics Regiment 1', 'SNCF Geodis', 'Logistics automation', 'Integrated logistics support', 'PLS Logistics', 'Combat Logistics Battalion 7', 'Armour Transportation Systems', 'Military logistics', 'Logistical Engineering University of PLA', 'Pacer International', 'Transportation engineering', 'Chartered Institute of Logistics and Transport in the UK']","['17362590', '9890732', '4741776', '4741497', '4741681', '2379782', '18451003', '77547', '14865434', '4826479', '475255', '39818948', '3826188', '2726726', '50617315', '9476920', '26437696', '16827990', '47196621', '50571']"
352,Business & Industrial>Transportation & Logistics>Aviation,"['Aviation', 'General aviation', 'Civil aviation', 'Timeline of aviation', 'Aviation museum', 'Aviation Safety Network', 'National aviation authority', 'Polar aviation', 'Commercial aviation', 'Aviation law', 'Environmental impact of aviation', 'National Naval Aviation Museum', 'Naval aviation', 'Army aviation', 'Libyan Civil Aviation Authority', 'Aviation safety', 'Military aviation', 'Aviation insurance', 'The Aviation Herald', '66th Theater Aviation Command']","['22827502', '2827153', '58422', '2542022', '7092977', '2749204', '12295469', '682931', '18575446', '164468', '6389531', '12612', '27346278', '972784', '2507180', '20778386', '899167', '21909492', '42178567', '270053']"
353,Business & Industrial>Transportation & Logistics>Distribution & Logistics,"['Logistics', 'Marine Corps Logistics Command', 'Combat Logistics Regiment 15', 'Distribution center', 'Reverse logistics', 'Lotte Global Logistics', 'Chartered Institute of Logistics and Transport in the UK', 'Logistic distribution', 'Sustainable distribution', 'Space logistics', 'Resource distribution', 'Military logistics', 'Airport Logistics Park', 'Defence Logistics Organisation', 'Urban freight distribution', 'Distribution resource planning', 'Integrated logistics support', 'Menlo Worldwide Logistics', 'Green logistics', 'Supply chain']","['11074148', '9890732', '10453997', '2436830', '1525255', '5729425', '37759049', '2379782', '542666', '77547', '3826188', '14342541', '946186', '2726726', '2670830', '2101106', '16827990', '186493', '32264926', '34543784']"
354,Business & Industrial>Transportation & Logistics>Freight & Trucking,"['Freight audit', 'Dog harness', 'Indian Railway Traffic Service', 'Widdowson Group', 'Coventry Airport', 'Toll Global Express', 'Containerization', 'PAM Transport', 'Baggage handler', 'Namakkal Transport Carriers', 'Chalair Aviation', 'IE 201 Class', 'Hicks Field', 'Hither Green railway station', 'Rail transport', 'Standard trading conditions', 'Okehampton', 'Exeed School of Business and Finance', 'Norton Manor Camp', 'RNZAF Base Ohakea']","['1818852', '10681416', '50387', '2119828', '1472717', '54585989', '28924443', '26431064', '1631587', '1259065', '5416803', '41999078', '36601035', '374514', '15398678', '2025271', '25715', '8671634', '39661913', '22809873']"
355,Business & Industrial>Transportation & Logistics>Import & Export,"['Import', 'Export', 'Import and export of data', 'Export credit agency', 'International trade', 'Export subsidy', 'Voluntary export restraints', 'Import Genius', 'Terms of trade', 'Import certificates', 'Export Land Model', 'Water export', 'Import parity price', 'Trade barrier', 'National Export Initiative', 'Export restriction', 'Customs Excise and Preventive Service', 'Restrictions on the import of cryptography', 'Nuclear export signal', 'SystemVerilog DPI']","['32044808', '307592', '13219331', '2287076', '7139764', '2881577', '7515651', '28678729', '34309119', '7332763', '35675174', '14567', '36474359', '16866820', '9385817', '15159573', '380509', '441395', '4403201', '12517724']"
356,Business & Industrial>Transportation & Logistics>Mail & Package Delivery,"['Mail delivery agent', 'Mail', 'Package tracking', 'Registered mail', 'Mail forwarding', 'CCU delivery', 'Advertising mail', 'Centralized mail delivery', 'Surface mail', 'Mail sack', 'Pizza delivery', 'Mail satchel', 'Commercial mail receiving agency', 'Drug packaging', 'Courier Mail Server', 'Mail bag', 'Letter box', 'Parcel', 'Mail pouch', 'Poste restante']","['915515', '4722073', '27656990', '1718973', '12271781', '26077481', '771921', '51138', '36736110', '245021', '3305953', '36736036', '36736128', '36736149', '38490157', '1196735', '1668848', '629451', '422495', '29580656']"
357,Business & Industrial>Transportation & Logistics>Mail & Package Delivery>Couriers & Messengers,"['Bicycle messenger', 'Messenger', 'Courier', 'Messenger bag', 'Motorcycle courier', 'Dally Messenger', 'Cycle Messenger World Championships', 'Angary', 'Belposhta', 'Cghene', 'National Independent Contractors Association', 'Cursus publicus', 'Post riders', 'Naparex', 'SOE F Section networks', 'Schurz Communications', 'Pheidippides', 'Krystyna Krahelska', 'The Naughty Princess', 'Angarum']","['26265005', '1063650', '23476613', '334961', '224845', '551824', '1720057', '29968841', '2072796', '28342782', '235030', '2386505', '3039417', '24744767', '8369228', '158703', '4609097', '375967', '3334354', '31077917']"
358,Business & Industrial>Transportation & Logistics>Maritime Transport,"['Maritime transport', 'El Salam Maritime Transport', 'Maritime history', 'Maritime and Coastguard Agency', 'Regional Maritime University', 'Ministry of Transport', 'Maritime New Zealand', 'Batumi State Maritime Academy', 'Bahamas Maritime Authority', 'Federal Public Service Mobility and Transport', 'Allied Maritime Transport Council', 'Roads and Maritime Services', 'United States Maritime Commission', 'Maritime Safety Queensland', 'Transport Workers Union', 'China Maritime Safety Administration', 'North Korea Maritime Administration', 'Department of Infrastructure and Transport', 'Korean Maritime Safety Tribunal', 'Federal Bureau for Maritime Casualty Investigation']","['17084340', '34765688', '37955910', '2365236', '40563732', '3949102', '34401389', '12850985', '34411685', '11565471', '26837979', '2343463', '3704148', '28769', '356871', '48638994', '7207240', '33608248', '3118205', '1102608']"
359,Business & Industrial>Transportation & Logistics>Moving & Relocation,"['Structure relocation', 'Relocation service', 'Rental relocation', 'Santa Fe Relocation Services', 'Leaving the nest', 'Relocation of professional sports teams', 'Box crib', 'Vancouver Grizzlies relocation to Memphis', 'Housewarming party', 'Manzanar', 'Atlas World Group', 'Assisted colonization', 'Trailing spouse', 'History of the Los Angeles Chargers', 'Moveboxer', 'Removal', 'Streptoneury', 'Apple Worm', 'Diversified Project Management', 'Population transfer']","['18569641', '38454300', '49168291', '9764270', '16575805', '52875653', '4152136', '3189536', '46865', '35747756', '42175', '714842', '793667', '3470595', '22159189', '32462839', '39260681', '6717333', '26623846', '31869154']"
360,Business & Industrial>Transportation & Logistics>Packaging,"['Packaging and labeling', 'Packaging engineering', 'Active packaging', 'Sustainable packaging', 'Luxury packaging', 'Drug packaging', 'Food packaging', 'Plain tobacco packaging', 'Optical disc packaging', 'Package testing', 'Package on package', 'Electronic packaging', 'Package manager', 'Package', 'Fair Packaging and Labeling Act', 'Movie packaging', 'System in package', 'Wrap rage', 'Package tour', 'Tobacco packaging warning messages']","['23588776', '26077481', '6220531', '1280017', '7920832', '44982728', '9918642', '632395', '338750', '47017', '12792117', '26602975', '1791514', '568715', '7710805', '28424452', '17117300', '4093822', '1233983', '4798493']"
361,Business & Industrial>Transportation & Logistics>Parking,"['Parking', 'Parking space', 'Parking violation', 'Parking meter', 'Automatic parking', 'Disabled parking permit', 'Parking sensor', 'Automated parking system', 'Parking enforcement officer', 'Disc parking', 'Double parking', 'Parallel parking', 'Parking brake', 'The Parking Garage', 'Overspill parking', 'Parking Wars', 'Parking pawl', 'Domain parking', 'Parking guidance and information', 'Bicycle parking']","['37650848', '5926392', '9623519', '6754772', '14848836', '2901141', '902333', '14192547', '766946', '239096', '15407137', '3509798', '1114577', '10796040', '163383', '625153', '5709955', '913548', '5086621', '5072851']"
362,Business & Industrial>Transportation & Logistics>Public Storage,"['Self storage', 'Storage', 'Computer data storage', 'Energy storage', 'Cloud storage', 'Grid energy storage', 'Google Storage', 'Natural gas storage', 'Dry cask storage', 'Carbon capture and storage', 'Magnetic storage', 'DNA digital data storage', 'Comparison of structured storage software', 'Amazon S3', 'Nasuni', 'Glycogen storage disease type II', 'Aquifer storage and recovery', 'Visible storage', '309th Aerospace Maintenance and Regeneration Group', 'StorageTek tape formats']","['1039522', '5962343', '20842790', '3679268', '11295734', '24972551', '5300', '38324409', '363445', '24130', '1010229', '27412298', '1646838', '896356', '50706179', '11123364', '2682173', '41904', '6043612', '41429762']"
363,Business & Industrial>Transportation & Logistics>Rail Transport,"['Rail transport', 'Rail freight transport', 'History of rail transport', 'Rail transport by country', 'Rail', 'Rail subsidies', 'Outline of transport', 'Transport in Cornwall', 'London Rail', 'Rail transport modelling scales', 'Glossary of rail transport terms', 'Transport Construction Authority', 'Passenger rail terminology']","['578491', '211919', '1177888', '6416391', '1780643', '118578', '2234123', '49237164', '25715', '580198', '4333268', '8365521', '15369995']"
364,Business & Industrial>Transportation & Logistics>Urban Transport,"['Sustainable transport', 'Karachi Urban Transport Corporation', 'Federal Ministry of Transport and Digital Infrastructure', 'Public transport', 'Transport', 'Mode of transport', 'International Association of Public Transport', 'Urban sprawl', 'Sustainable Urban Mobility Plan', 'Brihanmumbai Electric Supply and Transport', 'Cable transport', 'Public transport bus service', 'Transport in Ipswich', 'Urban planner', 'Urban decay', 'Transport network', 'Urban ecology', 'Urban design', 'Urban freight distribution', 'Transport in London']","['5215729', '52082', '12566589', '4103373', '35841113', '2398917', '26162030', '19612238', '51483280', '1002744', '18580879', '24771125', '5545693', '1457428', '1758541', '50345', '295670', '34543784', '21502793', '655311']"
